0.0,0.0110073938492,8.21573051147,199.943709749,37043.7740284
0.12768259272,0.0162970671511,1.92640754672,0.985222876332,155094.28789
0.957612315193,0.0350118988776,100.147967904,192.428869857,1045054.22039
1.21297287056,0.0458061357031,8.33175782227,9.78713792828,1346717.98637
1.72369090281,0.0593964365611,198.446695123,14.4611294146,1986479.67394
1.97904817155,0.0654040426123,154.639436691,183.083320746,2325690.05126
2.1705656019,0.075044503188,18.1421426545,18.8075341492,2588902.44397
2.74511502357,0.0910845949969,225.410610066,175.301028736,3421863.41806
2.93663035892,0.0966967689502,1672.00570498,173.269304645,3714955.48678
3.95803430583,0.134198822446,258.38762523,162.160817571,5407281.20746
4.14954473404,0.145405294551,42.6850626047,39.9168162543,5749392.26423
4.91557821771,0.171687088822,1524.42664093,47.8138541846,7196882.59767
5.10708450247,0.18308828962,70.7997558327,150.39702154,7580633.06102
5.93693399336,0.210937369345,422.071978606,144.379306812,9345859.45439
6.12843496539,0.220818139744,88.7018851553,143.561959273,9779808.83218
7.02209440991,0.249379879693,193.046786959,56.1666159209,8060776.05449
7.08592633111,0.253127705341,137.489666086,55.8603037776,7894076.40829
